DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
03/13/2019,21751747562,Bought 0.224 JNJ @ 139.3797,0.224,JNJ,139.3797,,-31.21,,,,
03/15/2019,21773254597,QUALIFIED DIVIDEND (MSFT),,MSFT,,,13.04,,,,
03/15/2019,21773254598,Bought 0.112 MSFT @ 116.714,0.112,MSFT,116.714,,-13.04,,,,
03/21/2019,21816319643,QUALIFIED DIVIDEND (D),,D,,,38.01,,,,
03/21/2019,21816319644,Bought 0.506 D @ 75.1885,0.506,D,75.1885,,-38.01,,,,
04/01/2019,21936913466,QUALIFIED DIVIDEND (PEP),,PEP,,,29.49,,,,
04/01/2019,21936913468,Bought 0.241 PEP @ 122.2719,0.241,PEP,122.2719,,-29.49,,,,
04/02/2019,21956988801,QUALIFIED DIVIDEND (KO),,KO,,,26.66,,,,
04/02/2019,21956988802,Bought 0.571 KO @ 46.704,0.571,KO,46.704,,-26.66,,,,
04/03/2019,21969033958,QUALIFIED DIVIDEND (KMB),,KMB,,,21.16,,,,
04/03/2019,21969033959,Bought 0.173 KMB @ 122.0076,0.173,KMB,122.0076,,-21.16,,,,
04/23/2019,22100742960,Bought 0.038 MKC @ 151.8587,0.038,MKC,151.8587,,-5.72,,,,
04/23/2019,22100742959,QUALIFIED DIVIDEND (MKC),,MKC,,,5.72,,,,
04/25/2019,22118716764,Bought 0.144 CSCO @ 56.2523,0.144,CSCO,56.2523,,-8.11,,,,
04/25/2019,22118716763,QUALIFIED DIVIDEND (CSCO),,CSCO,,,8.11,,,,
05/02/2019,22201550204,Bought 0.265 VZ @ 57.0646,0.265,VZ,57.0646,,-15.13,,,,
05/02/2019,22201550203,QUALIFIED DIVIDEND (VZ),,VZ,,,15.13,,,,
05/17/2019,22313484279,QUALIFIED DIVIDEND (AAPL),,AAPL,,,11.73,,,,
05/17/2019,22313484281,Bought 0.062 AAPL @ 189.7468,0.062,AAPL,189.7468,,-11.73,,,,
05/28/2019,22365910819,QUALIFIED DIVIDEND (SBUX),,SBUX,,,15.56,,,,
05/28/2019,22365910820,Bought 0.205 SBUX @ 76.0741,0.205,SBUX,76.0741,,-15.56,,,,
06/11/2019,22508880414,QUALIFIED DIVIDEND (CVX),,CVX,,,19.77,,,,
06/11/2019,22508880416,Bought 0.162 CVX @ 122.2033,0.162,CVX,122.2033,,-19.77,,,,
06/12/2019,22517769189,QUALIFIED DIVIDEND (JNJ),,JNJ,,,33.16,,,,
06/12/2019,22517769193,Bought 0.234 JNJ @ 142,0.234,JNJ,142.00,,-33.16,,,,
06/13/2019,22528142779,QUALIFIED DIVIDEND (MMM),,MMM,,,7.30,,,,
06/13/2019,22528142780,Bought 0.043 MMM @ 169.0759,0.043,MMM,169.0759,,-7.30,,,,
06/14/2019,22537755936,QUALIFIED DIVIDEND (MSFT),,MSFT,,,13.09,,,,
06/14/2019,22537755938,Bought 0.099 MSFT @ 132.3448,0.099,MSFT,132.3448,,-13.09,,,,
06/21/2019,22597457593,QUALIFIED DIVIDEND (D),,D,,,38.48,,,,
06/21/2019,22597457602,Bought 0.498 D @ 77.284,0.498,D,77.284,,-38.48,,,,
07/01/2019,22703735066,QUALIFIED DIVIDEND (PEP),,PEP,,,30.59,,,,
07/01/2019,22703735127,Bought 0.232 PEP @ 131.8164,0.232,PEP,131.8164,,-30.59,,,,
07/02/2019,22725189792,QUALIFIED DIVIDEND (KO),,KO,,,26.89,,,,
07/02/2019,22725189803,Bought 0.519 KO @ 51.8366,0.519,KO,51.8366,,-26.89,,,,
07/03/2019,22737770283,QUALIFIED DIVIDEND (KMB),,KMB,,,21.34,,,,
07/03/2019,22737770300,Bought 0.155 KMB @ 138.1065,0.155,KMB,138.1065,,-21.34,,,,
07/15/2019,22812977358,PERSONAL CHECK RECEIPT,,,,,5000.00,,,,
07/23/2019,22862177007,QUALIFIED DIVIDEND (MKC),,MKC,,,5.74,,,,
07/23/2019,22862177013,Bought 0.036 MKC @ 158.8383,0.036,MKC,158.8383,,-5.74,,,,
07/25/2019,22880607903,QUALIFIED DIVIDEND (CSCO),,CSCO,,,8.16,,,,
07/25/2019,22880607905,Bought 0.144 CSCO @ 56.8105,0.144,CSCO,56.8105,,-8.16,,,,
08/02/2019,22973040139,QUALIFIED DIVIDEND (VZ),,VZ,,,15.29,,,,
08/02/2019,22973040143,Bought 0.275 VZ @ 55.5681,0.275,VZ,55.5681,,-15.29,,,,
08/08/2019,23021495821,Bought 7 MMM @ 164.21,7,MMM,164.21,4.95,-1154.42,,,,
08/16/2019,23083475593,QUALIFIED DIVIDEND (AAPL),,AAPL,,,11.78,,,,
08/16/2019,23083475595,Bought 0.057 AAPL @ 205.593,0.057,AAPL,205.593,,-11.78,,,,
08/22/2019,23116954862,Bought 21 CSCO @ 48.63,21,CSCO,48.63,4.95,-1026.18,,,,
08/26/2019,23135307214,QUALIFIED DIVIDEND (SBUX),,SBUX,,,15.63,,,,
08/26/2019,23135307216,Bought 0.163 SBUX @ 95.9681,0.163,SBUX,95.9681,,-15.63,,,,
09/11/2019,23280156985,QUALIFIED DIVIDEND (CVX),,CVX,,,19.96,,,,
09/11/2019,23280277351,QUALIFIED DIVIDEND (JNJ),,JNJ,,,33.38,,,,
09/11/2019,23280157013,Bought 0.164 CVX @ 121.6391,0.164,CVX,121.6391,,-19.96,,,,
09/11/2019,23280277357,Bought 0.257 JNJ @ 130.0623,0.257,JNJ,130.0623,,-33.38,,,,
09/13/2019,23303171808,QUALIFIED DIVIDEND (MMM),,MMM,,,17.44,,,,
09/13/2019,23303310530,QUALIFIED DIVIDEND (MSFT),,MSFT,,,13.13,,,,
09/13/2019,23303171813,Bought 0.102 MMM @ 170.9067,0.102,MMM,170.9067,,-17.44,,,,
09/13/2019,23303310534,Bought 0.095 MSFT @ 137.5071,0.095,MSFT,137.5071,,-13.13,,,,
09/23/2019,23365820680,QUALIFIED DIVIDEND (D),,D,,,38.93,,,,
09/23/2019,23365820693,Bought 0.481 D @ 80.9897,0.481,D,80.9897,,-38.93,,,,
10/01/2019,23477644668,QUALIFIED DIVIDEND (PEP),,PEP,,,30.81,,,,
10/01/2019,23477644705,Bought 0.225 PEP @ 136.9561,0.225,PEP,136.9561,,-30.81,,,,
10/02/2019,23494423368,QUALIFIED DIVIDEND (KO),,KO,,,27.10,,,,
10/02/2019,23494423371,Bought 0.505 KO @ 53.6848,0.505,KO,53.6848,,-27.10,,,,
10/03/2019,23506708285,QUALIFIED DIVIDEND (KMB),,KMB,,,21.50,,,,
10/03/2019,23506708296,Bought 0.154 KMB @ 139.8448,0.154,KMB,139.8448,,-21.50,,,,
10/22/2019,23638218775,QUALIFIED DIVIDEND (MKC),,MKC,,,5.76,,,,
10/22/2019,23638218783,Bought 0.036 MKC @ 162.1741,0.036,MKC,162.1741,,-5.76,,,,
10/24/2019,23656274168,QUALIFIED DIVIDEND (CSCO),,CSCO,,,15.56,,,,
10/24/2019,23656274178,Bought 0.334 CSCO @ 46.5465,0.334,CSCO,46.5465,,-15.56,,,,
11/04/2019,23758510420,QUALIFIED DIVIDEND (VZ),,VZ,,,15.77,,,,
11/04/2019,23758510424,Bought 0.262 VZ @ 60.2188,0.262,VZ,60.2188,,-15.77,,,,
11/15/2019,23864650611,QUALIFIED DIVIDEND (AAPL),,AAPL,,,11.82,,,,
11/15/2019,23864650614,Bought 0.045 AAPL @ 264.0599,0.045,AAPL,264.0599,,-11.82,,,,
12/02/2019,23999026495,QUALIFIED DIVIDEND (SBUX),,SBUX,,,17.87,,,,
12/02/2019,23999026498,Bought 0.212 SBUX @ 84.4259,0.212,SBUX,84.4259,,-17.87,,,,
12/11/2019,24093460225,QUALIFIED DIVIDEND (CVX),,CVX,,,20.16,,,,
12/11/2019,24093619678,QUALIFIED DIVIDEND (JNJ),,JNJ,,,33.62,,,,
12/11/2019,24093460251,Bought 0.172 CVX @ 117.0151,0.172,CVX,117.0151,,-20.16,,,,
12/11/2019,24093619690,Bought 0.238 JNJ @ 141.3734,0.238,JNJ,141.3734,,-33.62,,,,
12/13/2019,24122832657,QUALIFIED DIVIDEND (MMM),,MMM,,,17.59,,,,
12/13/2019,24122974327,QUALIFIED DIVIDEND (MSFT),,MSFT,,,14.61,,,,
12/13/2019,24122832668,Bought 0.104 MMM @ 169.1845,0.104,MMM,169.1845,,-17.59,,,,
12/13/2019,24122974329,Bought 0.095 MSFT @ 154.1552,0.095,MSFT,154.1552,,-14.61,,,,
12/17/2019,24159196393,QUALIFIED DIVIDEND (KO),,KO,,,27.30,,,,
12/17/2019,24159196409,Bought 0.502 KO @ 54.4017,0.502,KO,54.4017,,-27.30,,,,
12/23/2019,24236135356,QUALIFIED DIVIDEND (D),,D,,,39.37,,,,
12/23/2019,24236135405,Bought 0.482 D @ 81.6661,0.482,D,81.6661,,-39.37,,,,
***END OF FILE***
