DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
07/02/2018,19654115648,MANDATORY - NAME CHANGE (HYH),1,HYH,,,0.00,,,,
07/02/2018,19654115652,MANDATORY - NAME CHANGE (AVNS),1,AVNS,,,0.00,,,,
07/02/2018,19656486781,QUALIFIED DIVIDEND (PEP),,PEP,,,28.75,,,,
07/02/2018,19656486783,Bought 0.264 PEP @ 108.7814,0.264,PEP,108.7814,,-28.75,,,,
07/03/2018,19673555056,QUALIFIED DIVIDEND (KO),,KO,,,25.35,,,,
07/03/2018,19673555057,Bought 0.574 KO @ 44.1881,0.574,KO,44.1881,,-25.35,,,,
07/05/2018,19683762745,QUALIFIED DIVIDEND (KMB),,KMB,,,20.00,,,,
07/05/2018,19683762746,Bought 0.189 KMB @ 105.8821,0.189,KMB,105.8821,,-20.00,,,,
07/09/2018,19709999212,Bought 23 SBUX @ 49.935,23,SBUX,49.935,4.95,-1153.46,,,,
07/23/2018,19792358806,QUALIFIED DIVIDEND (MKC),,MKC,,,5.20,,,,
07/25/2018,19805268322,QUALIFIED DIVIDEND (CSCO),,CSCO,,,7.59,,,,
08/02/2018,19898820886,QUALIFIED DIVIDEND (VZ),,VZ,,,14.33,,,,
08/02/2018,19898820887,Bought 0.276 VZ @ 51.8271,0.276,VZ,51.8271,,-14.33,,,,
08/17/2018,20002352651,QUALIFIED DIVIDEND (AAPL),,AAPL,,,10.99,,,,
08/17/2018,20002352652,Bought 0.051 AAPL @ 216.0463,0.051,AAPL,216.0463,,-10.99,,,,
08/24/2018,20037625620,QUALIFIED DIVIDEND (SBUX),,SBUX,,,15.48,,,,
09/11/2018,20182819342,QUALIFIED DIVIDEND (CVX),,CVX,,,18.08,,,,
09/11/2018,20182819343,Bought 0.157 CVX @ 115.407,0.157,CVX,115.407,,-18.08,,,,
09/12/2018,20186516243,QUALIFIED DIVIDEND (MMM),,MMM,,,6.80,,,,
09/12/2018,20192696599,QUALIFIED DIVIDEND (JNJ),,JNJ,,,30.82,,,,
09/12/2018,20192696600,Bought 0.221 JNJ @ 139.3132,0.221,JNJ,139.3132,,-30.82,,,,
09/14/2018,20214721657,QUALIFIED DIVIDEND (MSFT),,MSFT,,,11.81,,,,
09/14/2018,20214721658,Bought 0.104 MSFT @ 113.2085,0.104,MSFT,113.2085,,-11.81,,,,
09/21/2018,20264661132,QUALIFIED DIVIDEND (D),,D,,,33.82,,,,
09/21/2018,20264661133,Bought 0.478 D @ 70.7688,0.478,D,70.7688,,-33.82,,,,
10/01/2018,20366379787,QUALIFIED DIVIDEND (PEP),,PEP,,,29.00,,,,
10/01/2018,20366379788,Bought 0.26 PEP @ 111.5751,0.26,PEP,111.5751,,-29.00,,,,
10/02/2018,20387395358,QUALIFIED DIVIDEND (KO),,KO,,,25.57,,,,
10/02/2018,20387395359,Bought 0.551 KO @ 46.3857,0.551,KO,46.3857,,-25.57,,,,
10/03/2018,20403786244,QUALIFIED DIVIDEND (KMB),,KMB,,,20.19,,,,
10/03/2018,20403786245,Bought 0.176 KMB @ 114.7932,0.176,KMB,114.7932,,-20.19,,,,
10/23/2018,20544576787,QUALIFIED DIVIDEND (MKC),,MKC,,,5.20,,,,
10/24/2018,20552767224,QUALIFIED DIVIDEND (CSCO),,CSCO,,,7.59,,,,
11/02/2018,20662177624,Bought 0.263 VZ @ 56.3046,0.263,VZ,56.3046,,-14.80,,,,
11/02/2018,20662177622,QUALIFIED DIVIDEND (VZ),,VZ,,,14.80,,,,
11/16/2018,20762767800,QUALIFIED DIVIDEND (AAPL),,AAPL,,,11.03,,,,
11/16/2018,20762767801,Bought 0.057 AAPL @ 193.3022,0.057,AAPL,193.3022,,-11.03,,,,
11/30/2018,20836159338,QUALIFIED DIVIDEND (SBUX),,SBUX,,,15.48,,,,
12/11/2018,20951081752,QUALIFIED DIVIDEND (CVX),,CVX,,,18.25,,,,
12/11/2018,20951081753,Bought 0.159 CVX @ 114.9159,0.159,CVX,114.9159,,-18.25,,,,
12/12/2018,20961383839,QUALIFIED DIVIDEND (JNJ),,JNJ,,,31.02,,,,
12/12/2018,20961383840,Bought 0.21 JNJ @ 147.9285,0.21,JNJ,147.9285,,-31.02,,,,
12/13/2018,20974407109,QUALIFIED DIVIDEND (MMM),,MMM,,,6.80,,,,
12/13/2018,20974407110,Bought 0.034 MMM @ 200.9914,0.034,MMM,200.9914,,-6.80,,,,
12/14/2018,20987679348,QUALIFIED DIVIDEND (MSFT),,MSFT,,,12.98,,,,
12/14/2018,20987679349,Bought 0.12 MSFT @ 107.8699,0.12,MSFT,107.8699,,-12.98,,,,
12/17/2018,21001502879,QUALIFIED DIVIDEND (KO),,KO,,,25.79,,,,
12/17/2018,21001502880,Bought 0.527 KO @ 48.9753,0.527,KO,48.9753,,-25.79,,,,
12/21/2018,21071159829,QUALIFIED DIVIDEND (D),,D,,,34.22,,,,
12/21/2018,21071159830,Bought 0.45 D @ 76.0792,0.45,D,76.0792,,-34.22,,,,
***END OF FILE***
